Albania,948,1010,1035,1104,1169,1268,1320,1445,1557,1674,1817,1892,2015,2146,2285,2434,2592,2760,2939,3130,3333,3550,3780,4025,4132,4240,4352,4468,4586,4706,4836,4958,5088,5223,5361,5502,5647,5796,5949,6107,6267,4512,4187,4589,4970,5631,6144,5478,5972,6778,7227,7801,8131,8597,9085,9608,10130,10728,11537,11924,12366,12681,12887,13066,13262,13594
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143,5187,5231,5589,5670,5461,5374,5313,5852,5974,6109,5624,4846,4097,3274,3096,3316,3644,3722,3858,4068,4284,4284,4585,4907,4898,5050,5482,5942,6114,6085,6447,6442,7145,7402,7639
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22234,22720,23216,23683,24359,23848,24480,24386,25405,26779,26990,23589,16017,14191,14503,14417,14780,16078,17088,17457,18391,19706,21123,22946,24992,27534,30733,33743,32672,28037,27231,28592,29974,31241,31979,32896
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30887,32200,33700,34100,34600,33700,34900,35700,38500,38200,36000,34000,26700,22400,20200,21300,22400,24200,26000,25800,26700,28500,30400,33600,36000,38900,41732,46359,47577,40529,41185,43704,45381,46859,48232,49693
Luxembourg,7687,7132,7656,7758,7795,8185,8548,8969,9102,9332,9685,10069,10205,10562,11380,11600,11736,11764,12256,13458,13688,14053,14980,16225,16900,15800,16200,16500,17100,17500,17700,17900,17800,18300,19400,20000,21600,22100,24300,26700,27300,29700,30225,31494,32698,33166,33669,35668,37983,41181,44658,45551,47043,47603,49948,52008,54547,58072,58355,55243,58085,59600,59503,60687,61787,63084
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9184,9302,9421,9224,9519,9450,10110,9982,9657,9844,8840,8292,7744,7164,7035,6957,7041,7139,7376,7696,8046,7682,7748,7966,8334,8697,9135,9696,10176,10100,10400,10700,10600,10900,11300,11700
Madagascar,3020,3130,3246,3364,3488,3617,3750,3889,4034,4182,4239,4327,4427,4384,4560,4538,4632,4889,5221,5417,5701,5924,5849,5698,5813,5885,5704,5840,5686,6244,6293,5749,5644,5689,5481,5600,5640,5770,5860,6090,6330,5930,6000,6130,6120,6230,6360,6600,6850,7180,7520,7970,6960,7640,8040,8410,8830,9380,10100,9650,9690,9820,10100,10300,10600,11200
Malawi,420,438,456,475,494,503,545,567,588,609,626,657,657,646,630,715,789,869,860,915,928,1062,1170,1268,1360,1434,1505,1582,1724,1804,1815,1724,1741,1815,1897,2046,2054,2104,2158,2266,2368,2553,2351,2604,2302,2510,2753,2857,2924,2961,3007,2863,2939,3107,3275,3382,3541,3881,4178,4526,4837,4977,5071,5344,5649,5999
Malaysia,9480,8956,9384,9428,10023,10089,10697,10638,10637,11364,12189,13035,13776,14431,15342,16447,17272,17564,19105,20205,21436,23019,24754,28332,30449,30701,34526,37339,40605,43912,47563,50935,53960,57254,61697,61061,61833,65107,70856,77484,84880,92983,101244,111262,121512,133455,146804,157554,145959,154918,168642,169515,178653,188995,201815,212576,224448,238584,250113,246000,265000,278000,294000,308000,326000,341000
Mali,1137,1179,1222,1268,1313,1362,1412,1465,1518,1575,1619,1630,1639,1749,1832,1860,1940,2000,2080,2070,2190,2270,2390,2330,2270,2590,2940,3140,3050,3790,3340,3230,3050,3180,3320,3400,3610,3680,3670,4050,4080,4070,4460,4740,4780,5080,5250,5500,5950,6290,6080,6800,7090,7630,7810,8290,8720,9090,9550,9970,10600,10800,10800,11000,11800,12400
Malta,477,499,523,548,573,590,656,664,706,719,761,754,723,721,737,787,872,933,1026,1092,1230,1260,1334,1389,1529,1828,2139,2399,2667,2947,3155,3259,3334,3313,3345,3431,3564,3711,4023,4352,4626,4915,5150,5380,5680,6040,6270,6600,6940,7260,7760,7800,8040,8240,8280,8590,8750,9100,9400,9170,9493,9707,9950,10220,10583,10784
Mexico,87951,94753,98543,98813,108696,117899,125987,135530,142738,147002,158913,164974,172381,185176,205376,218176,231637,245777,263286,279285,297622,310038,336352,364638,386921,408629,425952,440616,476964,520631,563968,613564,609226,583054,604042,620788,597484,608572,616150,642018,674559,703040,728551,742762,775557,727729,765231,817052,858153,890392,949078,948766,956090,969382,1010193,1041262,1093079,1128329,1143899,1089636,1146288,1190304,1237164,1250407,1276976,1315285
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9750,10300,10900,11400,11600,10500,11200,11200,11200,12100,11600,9590,6810,6720,4650,4580,4310,4380,4100,3960,4040,4290,4630,4930,5300,5690,5960,6143,6624,6228,6669,7124,7071,7697,7930,7930
Morocco,9650,9970,10300,10600,11000,11300,11400,11500,11566,11639,11713,12123,12548,12988,13442,13914,14688,15507,16371,17283,18246,19268,19731,20436,21537,22980,25510,26759,27538,28798,31419,30551,33495,33301,34695,36867,39753,38858,42836,43816,45472,48632,46671,46198,50984,47629,53448,52257,56268,56566,57467,61807,63856,67890,71150,73269,78955,81091,85622,89696,92963,97598,100203,104594,106838,111088
Mozambique,1432,1482,1535,1588,1625,1725,1734,1772,1857,1957,2004,2062,2203,2125,2216,2266,2339,2500,2780,3111,3277,3501,3614,3818,3529,2959,2818,2840,2862,2903,2985,3040,2956,2745,2670,2430,2465,2554,2700,2809,2851,2990,2834,3082,3272,3345,4243,4703,5261,5673,5768,6502,7073,7533,8122,8830,9700,10420,11022,11736,12571,13506,14462,15538,16684,18052
Netherlands,130455,133191,135876,147686,157726,169429,175656,180596,180060,188863,204754,205346,219410,227355,246200,259083,266223,280234,298218,317418,335495,349659,361232,378167,393165,392806,411302,422484,432449,442080,447410,445143,439963,447486,462200,476000,490000,496000,509000,533000,555000,569000,578000,586000,603000,622000,641000,667000,696000,727000,759000,772000,771000,773000,788000,806000,836000,871000,890000,860000,869402,883866,869850,863539,871086,886765
"New Zealand",35303,32608,34000,35200,40000,40779,42893,44118,45851,49115,49115,51861,52979,56335,59081,62844,66808,63758,63655,70228,69232,72822,75942,81338,86179,85200,87300,83000,83400,85100,85600,89800,91500,94000,98600,99400,101000,102000,102000,103000,102000,100000,101000,106000,113000,118000,122000,126000,127000,133000,137836,140830,148158,155027,161799,166357,170284,176586,175086,175927,179429,181870,187117,191825,197694,204020
Niger,1460,1514,1569,1626,1686,1749,1813,1880,1950,2023,2153,2242,2479,2724,2731,2937,2900,2914,2937,2849,2937,3103,2943,2442,2655,2582,2600,2801,3178,3406,3570,3613,3569,3503,2911,2962,3098,2987,3154,3159,3102,3113,3120,3149,3233,3339,3509,3526,3975,4014,3910,4204,4426,4577,4539,4876,5158,5320,5830,5788,6273,6416,7127,7419,7931,8423
Nigeria,36595,39340,42157,43145,46329,47537,46439,48342,47800,49900,52100,53900,56942,62285,64956,69347,67115,56686,56064,71104,92988,103930,107845,117104,131000,127000,141000,146000,137000,147000,149000,137000,136000,127000,121000,132000,134000,133000,147000,156000,164000,164000,169000,171000,173000,176000,184000,189000,194000,195000,206000,215000,260000,287000,317000,338000,358000,381000,405000,433000,467000,490000,511071,538640,573652,605203
Norway,63223,66649,68998,71738,75359,77023,81133,83580,83580,87103,92004,97771,100524,104368,109563,115382,119746,127227,130084,135954,138656,145769,153194,159954,166660,175373,185655,193578,200329,209306,219666,221788,222250,230209,243807,256483,265715,271176,271059,273652,279000,288000,298000,307000,322264,335651,352527,371157,380898,388566,401021,409384,415269,419089,435681,447116,457825,471239,473050,465374,468175,472711,485705,489309,500244,507748
Oman,855,908,966,1026,1091,1160,1233,1311,1393,1481,1573,1590,1911,1996,1998,2007,2112,3510,6385,8024,8302,8373,9157,7886,8793,10940,12344,12380,12144,12664,13430,15719,17532,20459,23881,27222,27809,30034,30932,32231,32247,34194,37104,39380,40893,42868,44109,46833,48100,47806,50022,52810,52228,50835,51492,52774,55609,58085,62848,66689,69892,70505,74568,78160,80463,84178
Pakistan,14300,13900,13900,15300,15600,16000,16400,17200,17400,17600,18400,19600,21000,22300,24000,25100,27100,28100,30100,32000,35400,35500,35800,38400,39700,41300,43500,45200,48900,50600,55900,60400,64900,69300,72100,78400,83400,88200,93900,98400,103000,110000,115000,118000,123000,129000,133000,135000,139000,145000,149182,153075,159272,169047,181765,194298,204955,211575,216381,221164,225990,233070,242313,254237,266335,277577
Peru,18764,20225,21268,22614,23243,25000,26100,27400,27500,27600,31400,34200,36800,38500,41100,43900,47600,49500,49000,50200,54200,56600,58400,61500,64700,69900,70900,70800,70800,75000,78500,82100,82200,71200,74400,75900,83469,90575,83101,72941,69226,71173,70868,74245,83764,89972,92491,98481,98096,99562,102245,102876,108487,113005,118608,126063,135554,147101,160551,162235,175946,187298,198443,209868,214802,222983
Philippines,16918,18742,19905,21685,23315,24933,26683,28126,29099,31080,31504,33273,34862,37323,38609,40642,42442,44701,46912,49096,50944,53709,56635,61687,63882,67437,73377,77487,81494,86090,90523,93622,96984,98829,91592,84899,87800,91586,97770,103837,106990,106372,106731,108989,113771,119094,126057,132593,131828,135891,141886,145992,151315,159000,169000,178000,187000,199000,208000,210000,226000,234000,250000,268000,284000,303000
Poland,72000,75200,76900,81400,86000,90100,94200,99100,104000,107000,113000,122000,120000,127000,133000,140000,149000,155000,164000,162000,171000,183000,196000,211000,223000,234000,240000,244000,253000,248000,242000,229000,227000,238000,247173,249765,257685,254229,259845,255813,231046,214872,220459,228837,240736,257588,273189,290835,304256,318380,332897,337052,343933,356186,374478,387761,411774,441429,458735,470818,488233,511482,520490,529173,546644,564137
Portugal,28116,29375,29413,31466,32976,34336,35835,37421,37913,39965,42634,44963,47948,50793,54142,58172,60539,65109,70901,72407,79005,84245,90997,101190,102347,97897,104651,110514,113627,120033,125543,127575,130298,130071,127628,131211,136644,145364,156251,164276,171467,178957,180907,177210,178920,186583,193107,201654,211317,219533,227848,232276,234062,231875,236076,237886,241581,247601,248094,240706,245276,240795,232812,229657,231781,236881
Qatar,5606,6076,6441,7080,7887,8078,8672,8986,9423,10398,10993,11004,11430,12181,12585,13498,18319,22153,25528,27238,27602,34284,38679,45770,41605,42793,46028,41050,44935,46773,50092,42877,34766,31206,30450,27182,23000,23459,23813,24070,24076,23676,26358,26009,26378,27011,28192,36654,40766,42512,45925,47715,51142,53045,63239,67977,85768,101194,119068,133304,155608,175871,186639,198768,210998,224080
Romania,34045,36509,39149,41982,45019,48276,50407,52634,54958,57386,59920,63971,66218,70985,75479,80177,89335,93421,95395,99787,102034,116435,123925,127874,135058,141118,148336,151706,156643,161171,161613,160626,160762,159332,165665,165392,168218,164677,164269,159026,141765,118815,108450,110099,114431,122601,127345,121212,118682,118205,121037,127805,134431,141857,153714,160127,173026,184902,200543,186371,184883,186836,188033,194407,199950,205346
Russia,,,,,,,,,,,576320,617815,663534,690075,734930,775351,830401,882716,937445,961818,1042611,1086401,1117906,1205638,1248820,1299742,1339846,1381187,1407360,1421461,1470962,1488619,1497627,1527492,1533704,1556680,1595444,1594018,1619479,1630885,1590593,1511063,1291959,1179558,1029755,987535,951907,965054,913473,971489,1069081,1123510,1176806,1262664,1353273,1439560,1556933,1689819,1778500,1639405,1713240,1786295,1847664,1872029,1884013,1808652
"Saint Lucia",117,122,128,133,139,145,151,158,164,171,179,187,195,203,212,221,230,240,251,261,273,287,294,298,315,329,390,427,459,471,445,456,469,496,530,570,665,683,781,838,863,864,928,937,955,991,1022,1063,1131,1157,1155,1112,1112,1166,1260,1239,1341,1335,1381,1390,1376,1393,1370,1365,1349,1373
"Saudi Arabia",16540,17930,19005,20890,23272,23818,25571,26481,27788,30649,33709,37712,42211,45883,49919,55972,64110,69751,75970,81792,89467,102368,118081,141387,162707,163137,177213,203992,216132,230572,253877,274000,279000,249000,248000,232000,218000,228000,235000,243000,277000,303000,317000,317000,319000,320000,330000,339000,349000,346000,363000,365000,365000,393000,430000,461000,486000,516000,559000,569000,612000,664000,703000,730000,757000,788000
Senegal,2339,2426,2514,2606,2702,2802,2905,3013,3125,3240,3307,3457,3572,3710,3817,3960,4072,4023,4276,3997,4339,4332,4613,4353,4535,4877,5312,5169,4966,5314,5139,5099,5873,6023,5745,5962,6250,6505,6837,6720,7024,6996,7151,6992,7190,7530,7930,8170,8660,9210,9500,9940,10000,10700,11300,11900,12200,12800,13300,13600,14200,14400,14900,15300,16000,16800
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64961,65916,66885,65786,66817,67023,69498,68329,67435,68741,63311,55967,40352,27924,28622,30368,32159,34539,35403,29136,31001,32443,34624,36102,39237,41368,43518,46250,48792,47160,47519,48261,47704,48963,48131,48143
Singapore,3900,4140,4420,4750,4990,5300,5510,5770,6000,5973,6546,7097,7593,8345,8056,8663,9627,10767,12261,13939,15852,17836,20229,22563,24088,25043,26832,28913,31405,34309,37637,41243,44067,47672,51650,50694,51596,56488,62813,68607,74585,79572,85212,95043,105427,112837,121335,131395,128472,136302,148430,147016,153208,160003,175282,188409,205103,223791,227791,226417,260924,277121,286582,299316,308051,316677
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46603,48549,49727,50700,51212,49900,42600,39900,42800,45400,49000,52400,54700,56900,56800,57500,59400,62200,65600,69000,73500,79600,88100,92900,88000,92200,94700,96200,97600,100000,102000
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33400,33100,32900,33100,33700,34000,35100,34900,33900,33700,31000,28200,26700,27500,28900,31100,32100,33800,34900,36700,38300,39400,40900,42100,43900,45700,48200,51600,53300,49100,49737,50042,48721,48235,49507,50417
"South Africa",42100,44100,45600,47800,50600,53100,56000,58200,59412,62063,64672,67449,71236,76453,81587,86468,90212,96398,100563,106748,112303,117815,120087,125136,132163,134603,137885,137633,141714,147268,156778,165025,164351,161364,169569,167549,167633,171042,178068,181771,180088,178254,174445,176597,182308,187988,196084,201274,202316,207087,215690,221590,229718,236492,247263,260312,274899,290150,300659,296071,305367,316358,324162,330291,335327,343040
"South Korea",20538,18957,20188,26042,27570,29066,29204,31456,33104,34387,35071,36842,37959,41303,44870,47572,53301,57178,64476,74249,80626,88493,94964,111034,120696,128707,143840,158687,173584,185964,180973,192205,206789,230567,250573,266979,297828,332133,369571,393167,430550,472369,499602,531223,577822,629425,674655,713560,672788,744983,810524,847203,910171,936868,982773,1021334,1074200,1132888,1164940,1173182,1249401,1295400,1325096,1364466,1409631,1454740
Spain,111630,122722,133000,132000,142000,148000,160000,165000,172000,168000,171000,193000,215000,237000,260000,278000,298000,318000,338000,368000,389000,411000,445000,485000,521000,539000,562514,584906,604403,613009,626918,630155,641441,657656,667230,680781,703261,743293,783930,825321,862028,883953,892176,882975,904016,948928,974308,1010256,1053757,1101017,1159251,1205634,1240353,1279890,1320421,1369582,1426750,1480522,1497045,1443543,1443742,1434825,1404856,1387576,1406855,1437806
"Sri Lanka",4562,4846,5069,5167,5307,5618,5655,5738,5904,5987,6208,6335,6562,6698,7017,7237,7156,7811,8393,8727,9142,9065,9256,9631,9944,10174,10475,11158,11855,12629,13318,14165,14883,15646,16400,17100,18000,18100,18600,19100,20300,21300,22300,23800,25100,26500,27500,29300,30700,32000,33900,33500,34800,36900,38900,41300,44500,47500,50300,52100,56300,60900,64800,69500,74600,79800
Sudan,7502,7862,8252,8642,9062,9504,10510,10367,10795,12077,12303,12303,13158,12783,12648,13503,13300,12900,13700,14500,13900,14900,14500,13400,14700,16600,19600,22600,22300,19962,20200,20600,23180,23660,22475,21064,21897,22385,22647,24425,22467,23945,25039,25300,26808,28415,30097,31920,34551,36014,39000,43300,45800,49200,51800,56500,60200,63600,65000,70600,75300,73800,64900,68100,70600,73000
Sweden,110419,114755,115564,117459,123113,126297,131030,135249,138623,144703,152947,161548,168869,177218,189182,198666,204761,212685,221474,232381,243377,249110,255629,265278,274925,277719,283482,279430,279049,287970,290208,288487,291894,297089,306429,311664,320063,330175,339380,349811,353943,349887,345833,338690,352534,366721,372288,383086,399278,417366,437129,443963,453169,463981,484027,497669,521000,538740,535739,507963,538384,552729,551146,558214,570137,588381
Switzerland,141486,152943,154203,159631,168623,179970,191919,199541,195318,207599,222125,240106,251616,263951,277822,286648,293665,302654,313508,331174,352295,366654,378387,389927,395600,366791,361639,370442,371955,381224,398766,405061,399238,401260,413405,427539,434496,437692,451310,470898,488527,484053,483841,483231,489367,491720,494676,506113,521017,529579,550477,558440,559241,559519,575426,592909,616701,642235,656860,642871,661861,673804,681278,694329,707953,716448
Syria,31400,30200,38100,43200,49500,44700,52900,56200,48400,50200,51100,55400,68500,68500,70000,69800,64400,69800,72400,86000,82700,90900,114000,104000,129000,154000,171000,169000,184000,190000,213000,233348,238311,241704,231871,246039,233882,238343,269977,245788,264574,285479,323933,340710,365285,391000,429000,451000,482000,464000,468000,485000,523000,527000,563000,598000,628000,664000,693000,734000,760000,734000,591000,469000,429000,402000
Taiwan,5760,6230,6970,7620,8350,9030,9520,10200,10900,11700,12400,13300,14300,15600,17600,19500,21200,23500,25700,28000,31100,35200,39900,45000,45500,47700,54400,59900,68000,73600,79000,83800,86800,94100,104000,109000,122000,142000,148000,161000,169000,183000,196000,210000,225475,239858,253000,267000,276000,293000,310000,305000,321000,332000,353000,370000,390000,413000,416000,408000,452000,471000,477000,488000,507000,524429
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436,8477,8518,8839,8973,9072,9286,9078,10222,9458,9373,8603,5842,4891,3850,3620,2802,2851,3002,3114,3371,3694,4094,4549,5016,5353,5706,6140,6606,6872,7320,7497,8062,8662,9242,9649
Tanzania,2350,2640,2690,2600,2810,2880,2910,2980,3010,3160,3290,3250,3540,3770,3970,4120,4640,4830,5080,5170,5470,5700,6090,6280,6430,6760,7240,7450,7660,7760,7820,7740,7840,7800,8000,7980,8240,8660,9020,9330,9660,10200,10600,11000,11300,11800,12300,12700,13200,13800,14500,15400,16500,17600,19000,20400,21800,23300,24900,25800,27300,29900,31500,34000,36500,39100
Thailand,9449,10116,10677,11900,11800,12800,13000,13200,13600,15300,17100,18000,19400,21000,22400,24200,26900,29200,31600,34000,36300,38000,39600,43600,45500,47800,52200,57300,62960,66258,69310,73404,77333,81651,86348,90361,95361,104439,118317,132740,147563,159990,174790,189983,205210,221910,234975,228504,211061,220711,230545,238486,253150,271350,288416,300441,315209,332376,337870,334964,359808,362024,387568,398772,401607,414000
"Trinidad and Tobago",2222,2417,2499,2566,2612,2976,3593,3911,4232,4489,5030,5250,5531,5813,6011,6317,6593,6731,7080,7275,7532,7610,8050,8183,8621,8784,9624,10235,11430,11959,12917,13486,12697,11702,12406,11898,11507,10976,10600,10500,10600,10900,10700,10600,11000,11400,12200,13100,14200,15300,16400,17100,18400,21100,22800,24000,27400,28700,29600,28300,28400,27700,28000,28478,28788,29136
Tunisia,2630,2650,2980,3090,3160,3000,3200,3070,3460,3320,3730,4050,3960,4560,4750,5050,5180,5140,5690,5890,6240,6900,8120,8070,8720,9340,10100,10400,11100,11800,12700,13400,13300,14000,14800,15600,15300,16400,16400,17000,18300,19100,20500,21000,21655,22164,23749,25041,26283,27865,29063,30472,30990,32686,34633,36019,38055,40435,42238,43557,44846,43987,45724,46756,47886,48987
Turkey,35943,40543,45396,50464,49026,52980,54705,59054,61750,64589,66495,67609,71742,78499,81734,83891,93703,97908,104486,110021,115413,125872,134139,140354,151857,165515,179929,187692,193048,191394,189957,198187,208128,215799,228199,239845,256629,279022,289876,293183,320215,323182,342522,370068,349878,375039,401311,431525,444867,429896,459019,432867,459548,483744,529036,573484,613017,641636,645863,614695,670982,729846,745373,776113,798362,821515
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17836,18019,18203,18532,18326,18389,18913,19377,21142,19382,19446,18532,15752,15988,13222,12267,13090,11598,12420,14470,15261,15924,15965,16487,17311,19569,21715,24116,27660,29349,32048,36300,40300,44400,48900,53700
Uganda,2162,2076,2206,2303,2270,2420,2554,2664,2681,2817,2952,2921,3040,3388,3646,3726,3957,4169,4275,4746,4818,4960,4993,4962,4971,4870,4906,4982,4710,4191,4048,4204,4549,4887,4472,4560,4575,4865,5215,5596,5819,6139,6423,6877,7620,8335,8854,9341,10249,10918,11395,12394,13269,14086,14903,16395,17551,18966,20944,22027,24157,25223,26048,27223,28556,30344
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171000,176000,182000,189000,194000,193000,194000,199000,201147,209315,199896,182507,164354,140980,108648,95446,85860,83294,81675,81544,86347,94320,99271,108796,122013,125338,134548,145233,148579,126651,131907,138758,139184,139000,131000,125000
"United Arab Emirates",5950,6450,6840,7520,8370,8570,9210,9540,10000,11000,12200,13300,14800,16300,18000,19800,21800,24100,26500,29200,32200,37600,43900,51300,67900,70100,80600,94700,92500,115462,145961,150042,137679,130771,136352,133163,104895,108644,108376,119889,134263,135418,139948,141713,153904,166552,176313,191565,194688,203225,228053,231190,236816,257657,282305,296012,325131,335485,346193,328042,333407,349695,366053,385088,401647,414500
"United Kingdom",675724,695895,694635,721949,751366,778680,788344,800952,799271,831629,879535,908529,917776,953074,1003502,1029556,1049306,1072838,1116542,1136807,1163632,1188281,1230332,1313064,1295220,1293722,1322762,1351446,1399625,1438222,1414628,1396191,1417808,1468155,1504843,1557943,1626477,1703914,1788800,1827782,1834973,1812287,1820387,1868547,1943756,1992940,2046088,2098318,2171985,2240428,2324867,2386814,2445345,2550506,2613092,2686430,2768154,2838898,2829471,2707504,2759254,2804647,2823131,2870136,2951108,3021934
"United States",2430000,2620000,2715816,2840683,2822024,3021414,3080449,3138280,3106572,3337128,3420121,3499777,3710886,3871359,4095527,4356839,4642236,4758310,4984786,5140920,5149915,5310677,5592157,5910000,5890000,5880000,6180000,6460000,6830000,7070000,7070000,7250000,7110000,7410000,7950000,8260000,8540000,8840000,9210000,9530000,9700000,9690000,10000000,10300000,10700000,11000000,11400000,11900000,12481256,13066016,13600746,13733400,13978782,14371112,14915155,15414042,15825106,16106548,16059659,15613834,16009197,16300000,16600000,17000000,17400000,17800000
Uruguay,12657,13637,13825,14529,15460,15590,15855,16010,16456,15011,15542,15985,15629,15705,16020,16203,16758,16063,16318,17312,18122,17949,17322,17453,18002,19073,19840,20062,21118,22420,23776,24234,21942,20700,20400,20700,22600,24400,24400,24700,24900,25800,27800,28600,30600,30200,31900,33500,35000,34000,33500,32400,28800,29400,32900,35100,36500,38900,41700,42700,46300,49700,51510,53775,55656,57215
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20300,21000,21800,22500,21700,22300,22000,21900,23800,24200,23800,23700,21000,20500,19500,19300,19600,20600,21500,22400,23300,24300,25200,26298,28323,30306,32518,35608,38812,41956,45522,49301,53343,57611,62220,67073
Venezuela,27064,28948,31477,32690,36073,39093,42500,48800,49600,52600,52800,51200,53400,55900,60600,64600,65800,69800,74500,77200,83100,84350,85427,91496,93433,96104,103526,110006,112613,113499,108419,108070,105823,101851,103299,104876,110235,114184,120832,110476,116320,127638,135374,135747,132557,137795,137523,146284,146714,137955,143041,147896,134799,124345,147084,162260,178278,193884,204117,197580,194639,202768,214175,217052,205787,195498
Vietnam,8940,9350,9763,10205,10680,11156,11598,12056,12500,13000,13600,14200,16000,16500,17300,17500,17700,15500,15200,16500,16800,17600,19200,20500,19700,18300,21400,22167,22316,22451,21807,22600,24400,25800,28100,29747,30592,31702,33610,35181,36974,39178,42565,46001,50067,54844,59966,64854,68593,71867,76745,82037,87845,94294,101639,110219,117910,126317,133469,140673,149709,159051,167397,176098,186049,197398
Yemen,1966,2018,2071,2126,2182,2240,2299,2361,2424,2489,2557,2624,2696,2777,2849,2930,3014,3102,3185,3279,3943,4631,5000,5615,5940,6392,7391,8206,8903,9397,9448,10023,10200,10800,11200,11100,11300,11800,12300,12700,12700,12800,13400,14000,14300,16600,20000,21100,22100,23100,24800,26300,27700,29200,30600,32200,33700,34800,36200,37700,39900,34800,35500,37200,37100,36300
Zambia,2513,2674,2845,3026,3219,3144,3518,3672,3576,4323,4652,4662,4612,4712,5340,6313,5969,6431,6521,6486,6795,6793,7416,7343,7941,7632,8082,7690,7738,7502,7730,8205,7974,7818,7791,7919,7974,8188,8700,8788,9580,9393,9230,9857,9010,8785,9365,9673,9493,9704,10050,10534,10883,11441,12060,12704,13495,14330,15145,16114,17342,18528,19883,21176,22323,23758
Zimbabwe,1147,1221,1280,1390,1465,1580,1805,1931,1957,2062,2157,2269,2303,2280,2481,2643,2683,2906,2964,3333,4056,4411,4784,4928,5052,5098,5056,4650,4782,4782,5326,5995,6151,6248,6129,6555,6728,6645,7267,7741,7894,8330,7744,7908,8367,8380,9196,9327,9373,9036,8298,8282,7790,7208,6946,6664,6422,6212,5918,9204,10251,11472,12684,13252,13672,14096
